更新时间,公司名称,企业性质,行业分类,招聘岗位,工作地点,截止时间,届次,学历要求,批次,公告来源,公告链接,投递链接,专业要求,是否笔试,⚠筛选前先看使用说明！,父记录,父记录 2,字段 1
2026/06/24,淘天集团-阿里星&T-Star,民企,IT/互联网/游戏,阿里星&T-Star顶尖人才计划；具体岗位见投递方式链接！,"北京, 杭州",尽快投递,2027届,"本科, 硕士, 博士",秋招提前批,淘天集团招聘,https://mp.weixin.qq.com/s/zhbOP_5J0M6QSk0uNKRFvA,"https://campus-talent.alibaba.com/campus/position?batchId=100000700001&filterParams={""aliStar"":[""Y""]}&search=T-Star",/,/,,,,
2026/06/24,哔哩哔哩,民企,IT/互联网/游戏,视频生成研发;视频理解研发;语音算法研发;语言大模型研发;AI Infra研发;推荐算法研发;搜索算法研发;高性能计算研发;大数据架构研发;模型工程,"上海, 北京",尽快投递,2027届,"本科, 硕士, 博士","暑期实习, 秋招提前批",哔哩哔哩招聘,https://mp.weixin.qq.com/s/q1U6PDpt4m_nTdl9T65_kg?scene=1&click_id=228169298,https://jobs.bilibili.com/campus/positions?type=3&channel=bilibiliaccounts,/,/,,,,
2026/06/23,它石智航,民企,智能硬件,具身智能基座模型方向 机器人全栈系统方向；,"上海, 北京",尽快投递,2027届,"本科, 硕士, 博士",秋招提前批,它石智航,https://mp.weixin.qq.com/s/Fa164U5Atgslp3861-TGnQ,https://tarsrobot.jobs.feishu.cn/021343/?keywords=&category=&location=&project=7654421147169179950&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=&sessionid=,/,/,,,,
2026/06/23,独小漾,民企,快速消费品,服装设计助理;新媒体运营;门店服装导购,"上海, 宜昌, 恩施土家族苗族自治州, 成都, 武汉, 重庆",尽快投递,2026届,"大专, 本科, 硕士, 博士",春招专场,独漾DUYG,https://mp.weixin.qq.com/s/DzIxeUOk-cdzkcz4Py4s_A?scene=1,https://mp.weixin.qq.com/s/DzIxeUOk-cdzkcz4Py4s_A?scene=1,专业不限,/,,,,
2026/06/23,卓驭,民企,汽车制造/维修/零配件,多模态大模型预训练算法岗;多模态大模型后训练算法岗;多模态大模型数据与评测算法岗;大模型算法岗(机器人移动后训练&应用);端到端领航算法岗,"上海, 北京, 深圳, 香港",尽快投递,"2025, 2026, 2027, 2028, 2029届","本科, 硕士, 博士","暑期实习, 秋招专场",卓驭招聘,https://mp.weixin.qq.com/s/B9wBaNnzQAHYmfyc-BCcIQ,https://we.zyt.com/5/jobs,/,/,,,,
2026/06/23,西安近代化学研究所,事业单位,能源/化工/环保,化学类 化学工程类 力学类 航天航空类 兵器类 动力工程及工程热物理类 仪器类 控制类 材料类 安全类 机械类 物理学类 软件类 电子科学类,西安,尽快投递,不限届,博士,"实习, 暑期实习",西安近代化学研究所,https://mp.weixin.qq.com/s/eSF8pWClHFloorYQ4TGRTw,https://form.wjx.com/vm/hAGLxzK.aspx,"化学类:物理化学,高分子化学与物理,有机化学,分析化学;化学工程类:化学工程与技术,应用化学,化学工程,化学工艺;力学类:工程力学,固体力学;航天航空类:飞行器设计,航空宇航推进理论与工程;兵器类:兵器科学与技术,火炮,自动武器与弹药工程,军事化学与烟火技术,特种能源理论与技术;动力工程及工程热物理类:工程热物理;仪器类:仪器科学与技术,测试计量技术及仪器;控制类:检测技术及自动化,探测制导与控制;材料类:材料学,材料加工工程;安全类:安全科学与工程;机械类:机械工程,机械制造及其自动化;物理学类:凝聚态物理;软件类:软件工程;电子科学类:电子科学与技术",/,,,,
2026/06/23,腾讯,民企,IT/互联网/游戏,软件开发-渲染引擎开发;软件开发-游戏引擎开发方向;软件开发-游戏客户端开发方向;软件开发-全栈开发方向(AI全栈工程师);软件开发-数据工程;解决方案-技术咨询方向;产品策划;游戏发行/运营培训生;产品经理(技术背景);CSIG技术产品商务培训生;行业解决方案-客户成功;游戏UI视觉设计;动画;3D角色设计;3D场景设计;2D场景设计;秘书;混元Infra多模态推理实习生;WXG算法实习生;CSIG技术产品商务实习生;CDG探星计划实习生;IEG游戏技术实习生,"上海, 北京, 广州, 成都, 杭州, 武汉, 深圳",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",腾讯招聘,https://mp.weixin.qq.com/s/1OfKoMg9Da3lZjxBH4ZQjg,https://join.qq.com/post.html?query=p_2&activity=1266793486296563712,/,/,,,,
2026/06/23,万联证券,央国企,金融业,财富方向 资管反向 自营方向 投行方向 研究方向 信息技术方向 职能方向；,"上海, 北京, 广州, 深圳",尽快投递,2027届,"硕士, 博士",暑期实习,万联证券人才,https://mp.weixin.qq.com/s/UotN3E5MMbbsLGoVON8J9A,https://wlzq.zhiye.com/5/jobs?sessionid=,"金融类,法学类,财会类,管理类,信息技术类,理工类,文学类,新闻传播类",/,,,,
2026/06/23,拓竹科技,民企,机械/制造业,机械结构;硬件设计;视觉算法;控制算法;机电;项目管理;生产软件开发;嵌入式;组装工艺;测试工艺;自动化电子;自动化机械,"上海, 北京, 杭州, 武汉, 深圳",尽快投递,2027届,"本科, 硕士, 博士",秋招提前批,拓竹科技,https://mp.weixin.qq.com/s/NRXtFGt3MXRKgs-zzZjFqg,https://bambulab.jobs.feishu.cn/campus/?keywords=&category=&location=&project=7644414177830455588&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=,/,/,,,,
2026/06/23,蔚来,民企,汽车制造/维修/零配件,未来星」营销储备总经理管训计划,"上海, 合肥",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",蔚来招聘,https://mp.weixin.qq.com/s/kMJXAktASgabjUCxNyKORg,https://nio.jobs.feishu.cn/campus/?keywords=&category=&location=&project=7652282084706453814&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=&spread=ENQGH1J,/,/,,,,
2026/06/23,华峰集团,民企,能源/化工/环保,采购、市场、行政、人力资源、设计等方向,温州,尽快投递,2027届,"本科, 硕士, 博士",暑期实习,华峰集团HR,https://mp.weixin.qq.com/s/ZeI7kW6qKK2r6qTWWmt9hg,https://huafeng.zhiye.com/intern/detail?jobAdId=6fcd09fb-ab05-4313-b6df-a8b54b3ba274,"化工,材料,经管及相关专业",/,,,,
2026/06/23,华东建筑设计研究院,央国企,房地产业/建筑业,建筑设计岗;结构设计岗;给排水设计岗;暖通设计岗;人防设计岗;室内设计岗;规划设计岗;岩土设计岗;绿色低碳设计岗;照明设计岗;声学设计岗;幕墙设计岗;BIM设计岗;建筑工业化岗;项目管理岗,"上海, 合肥, 大连, 成都, 昆明, 杭州, 济南, 深圳, 盐城, 福州, 苏州, 西安, 重庆, 青岛",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",华建集团华东设计,https://mp.weixin.qq.com/s/DDRu7WrxQ_AlS95QtfrHkg,https://mp.weixin.qq.com/s/DDRu7WrxQ_AlS95QtfrHkg,"建筑,结构,给排水,暖通,人防,室内,规划,岩土,绿色低碳,照明,声学,幕墙,BIM,建筑工业化,项目管理(含投资咨询)",/,,,,
2026/06/23,开立医疗,民企,医疗/医药/生物,图像处理算法工程师 信号处理算法工程师 AI 算法工程师 应用软件工程师 光机结构工程师 电源工程师 嵌入式硬件工程师 产品验证工程师 机械工程师 全球技术支持工程师,"北京, 武汉, 深圳",尽快投递,2027届,"硕士, 博士","实习, 暑期实习",开立招聘,https://mp.weixin.qq.com/s/lKwWz4ovpNc2_JDdmzeV4A,https://campus.sonoscape.com/campus-recruitment/sonoscape/94392/#/jobs?project=100120039,计算机、人工智能、生物医学工程、信号处理、电子类、光学工程、机械/机电一体化、自动化、材料、应用数学、物理等相关专业,/,,,,
2026/06/23,国机陆原,央国企,房地产业/建筑业,产业策划实习岗 建筑设计实习岗 结构工程实习岗 机电设备实习岗 监理实习岗;,"北京, 厦门, 广州, 福州",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",国机陆原,https://mp.weixin.qq.com/s/HQ_UkB5FDW2Ne2FVzuciHg,https://mp.weixin.qq.com/s/HQ_UkB5FDW2Ne2FVzuciHg,产业策划实习岗：产业经济学、建筑学、城乡规划等；建筑设计实习岗：建筑学、城乡规划、风景园林等；结构工程实习岗：土木工程、工程力学、岩土工程等；机电设备实习岗：给排水科学与工程、暖通、电气工程及其自动化等；监理实习岗：土木工程、工程管理、安全工程等,/,,,,
2026/06/23,江苏交控,央国企,交通/物流/仓储,下属各单位岗位，具体见投递方式链接！,南京,尽快投递,2027届,"本科, 硕士, 博士",暑期实习,江苏国资,https://mp.weixin.qq.com/s/cxn7xj1h-xRyWOmTO5L16Q,https://jchctalent.jchc.cn/SU6a31225f1d4c30777aea4745/pb/interns.html,/,有笔试,,,,
2026/06/23,普渡机器人,民企,智能硬件,管培生（产研方向）;管培生（营销方向）;算法类;软件类;硬件类;机械结构类;项目类;测试类;设计类;产品类;销售类;解决方案&技术支持类;供应链类,"成都, 深圳",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习, 秋招提前批",普渡机器人,https://mp.weixin.qq.com/s/1QQ-g2lFxfiUh0Wv4sDo1Q,https://pudutech1.zhiye.com/campus,/,/,,,,
2026/06/23,佐佑顾问,民企,咨询,咨询顾问,北京,尽快投递,2027届,"本科, 硕士, 博士",秋招专场,佐佑顾问,https://scc.pku.edu.cn/frontpage/pku/html/recruitmentinfoForm.html?positionDetailId=6994594346404ea9842fc99a779db6e0&,邮箱投递：fengqian@zuoyou.com,不限专业,/,,,,
2026/06/23,华夏航空,民企,交通/物流/仓储,运行管理类;市场管理类;职能管理类;维修工程类,重庆,尽快投递,2027届,"本科, 硕士, 博士",秋招专场,华夏航空,https://scc.pku.edu.cn/frontpage/pku/html/recruitmentinfoForm.html?positionDetailId=3bbf5a8175cb472391155ad3890ce2c0&,https://hxhk.zhiye.com,"运行管理类专业不限,理工类、民航交通运输等相关专业优先；市场管理类专业不限,理工类、经济学等相关专业优先；职能管理类专业不限,管理类、经济学类相关专业优先；维修工程类要求民航机务维修相关专业或理工类专业",有笔试,,,,
2026/06/23,高德红外,民企,通信/电子/半导体,MEMS研发/工艺工程师;衬底长晶工程师;封装研发工程师;芯片研发工程师;芯片测试分析工程师;芯片前道工艺工程师;制冷封装工艺工程师;制冷机工艺工程师;版图设计工程师;模拟IC设计工程师;数字前端设计工程师;ARM工程师;FPGA工程师;硬件工程师,武汉,尽快投递,2027届,"硕士, 博士",秋招专场,高德红外,https://scc.pku.edu.cn/frontpage/pku/html/recruitmentinfoForm.html?positionDetailId=c65f489db1e04770998a9ac90410f998&,https://gdhw.zhiye.com/,"材料学,材料物理,材料工程,物理,机械工程,制冷及低温工程,化学,微电子,集成电路,电子信息,通信工程,计算机相关专业,电力电子,自动化相关专业",/,,,,
2026/06/23,成都山地所,事业单位,教育/培训/科研,特别研究助理（博士后）,成都,尽快投递,2026届,博士,春招专场,成都山地所,https://scc.pku.edu.cn/frontpage/pku/html/recruitmentinfoForm.html?positionDetailId=e1b152ed20084b95bafb367b62458aea&,"邮箱投递：zhaopin@imde.ac.cn,cdsdhry@163.com",自然地理学、工程地质学、灾害动力学、河流动力学、流体力学、构造地貌学、计算机科学、大数据AI、防灾减灾、岩土工程、灾害预警预报、环境科学、全球变化、生态学、土壤学、水文学、遥感与地理信息系统,/,,,,
2026/06/23,河北农大,事业单位,教育/培训/科研,教学科研岗,"保定, 定州, 沧州, 秦皇岛",尽快投递,不限届,博士,春招专场,河北农业大学,https://scc.pku.edu.cn/frontpage/pku/html/recruitmentinfoForm.html?positionDetailId=5e18b95ca8d447df80b4a73336edab3e&,邮箱投递：hangyhf@126.com,哲学门类、理论经济学类、应用经济学类、法学类、政治学类、社会学类、教育学类、英语语言文学、新闻传播学类、历史学门类、数学类、物理类、化学类、地理学类、大气科学类、海洋科学类、地质学类、生物学类、系统科学类、生态学、统计学、力学类、机械工程类、材料科学与工程类、动力工程及工程热物理类、电气工程类、电子科学与技术类、信息与通信工程类、控制科学与工程类、计算机科学与技术类、建筑学类、土木工程类、水利工程类、化学工程与技术类、交通运输工程类、农业工程类、林业工程类、环境科学与工程类、生物医学工程、食品科学与工程类、风景园林学、软件工程、生物工程、作物学类、园艺学类、农业资源与环境类、植物保护类、畜牧学类、兽医学类、林学类、水产类、草学类、药学类、中药学、基础医学类、管理科学与工程类、工商管理类、农林经济管理类、公共管理类、艺术学理论类、音乐与舞蹈学类、美术学、设计学,/,,,,
2026/06/23,中国科学院成都文献情报中心,事业单位,机械/制造业,信息科技情报研究与决策咨询;学科信息与情报研究;科技创新评价与政策研究;产业与区域情报咨询与研究;双碳情报咨询与研究;知识产权情报研究;知识产权数据分析与应用研究;科学数据智能研究与应用;智能情报感知技术研发;生物与信息科技(BT-IT)前沿交叉情报咨询与研究;科研语料数据建设与应用;知识服务系统研发,成都,尽快投递,2026届,"硕士, 博士",秋招专场,中国科学院成都文献情报中心,https://scc.pku.edu.cn/frontpage/pku/html/recruitmentinfoForm.html?positionDetailId=f95b183e0c1342cca7d5269441d89bf9&,"邮箱投递：renshi@clas.ac.cn,gehuicu@126.com",各岗位要求对应相关专业背景,/,,,,
2026/06/23,深创投-博士后工作站,央国企,金融业,博士后研究人员,深圳,尽快投递,"2023, 2024, 2025, 2026, 2027届",博士,春招专场,深创投-博士后工作站,https://scc.pku.edu.cn/frontpage/pku/html/recruitmentinfoForm.html?positionDetailId=0d934d0582944672bd46cddd35308427&,邮箱投递：postdoctor@szvc.com.cn,集成电路科学与工程、微电子学与固体电子学、电子科学与技术、计算机科学与技术、软件工程、控制科学与工程、机械工程、人工智能、智能科学与技术、生物医学工程/神经工程、数据科学与工程、航空宇航科学与技术、兵器科学与技术、信息与通信工程、系统工程、电气工程、船舶与海洋工程、车辆工程、量子信息科学、凝聚态物理、光学工程、仪器科学与技术、材料科学与工程、材料加工工程、计算材料学、化学、化学工程与技术、动力工程及工程热物理、核科学与技术、物理学、药学、生物学、生物工程、基础医学,/,,,,
2026/06/23,深圳市规划国土发展研究中心,事业单位,政府/机构/组织,博士后研究人员,深圳,尽快投递,不限届,博士,春招专场,深圳市规划国土发展研究中心,https://scc.pku.edu.cn/frontpage/pku/html/recruitmentinfoForm.html?positionDetailId=59d3803781a0449b9c66a9d68e912b86&,邮箱投递：xuyue@pnr.sz.gov.cn,地理学、城乡规划学、管理学、计算机科学与技术、数据科学与大数据技术、人工智能、经济学、测绘工程、建筑学、地质资源与地质工程、海洋科学、环境科学、社会学、法学、地质学、生态学、统计学、林学等相关专业,/,,,,
2026/06/23,鼎帷咨询,民企,咨询,AI视频剪辑实习生;AI设计实习生;新媒体策划运营实习生;行研实习生;人力资源研究实习生;人力行政实习生,北京,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",鼎帷咨询,https://scc.pku.edu.cn/frontpage/pku/html/recruitmentinfoForm.html?positionDetailId=167f9a555b204d7a9fdbdb9e677def75&,邮箱投递：dwzp@dwmcts.com,"AI设计岗设计相关专业优先；新媒体策划运营岗新媒体、传播学、传媒等相关专业优先；行研岗经管类专业优先；人力资源研究岗人力资源、管理、社科类专业优先；人力行政岗人力资源、经管类专业优先,其余岗位未明确专业要求",/,,,,
2026/06/23,泰康基金,民企,金融业,风险管理（投资组合）,北京,尽快投递,2027届,"硕士, 博士",暑期实习,泰康基金,https://scc.pku.edu.cn/frontpage/pku/html/recruitmentinfoForm.html?positionDetailId=b99d62b2bc844f89b5921bc087b58156&,https://jobtaikang.zhiye.com/campus/detail?jobAdId=8e76f561-59c1-4ac7-8e18-454a359e4abf,不限专业,/,,,,
2026/06/23,浦发银行,央国企,金融业,总行/分行/子公司：科技类 营销类 运营类岗位,"上海, 合肥, 成都, 全国多地",2026-07-10,2027届,"本科, 硕士, 博士",暑期实习,遇见浦发,https://mp.weixin.qq.com/s/zdAQdfyGemernygqRVEz0A,https://job.spdb.com.cn/internJob,"不限专业,理工科背景优先",/,,,,
2026/06/23,摩尔线程,民企,通信/电子/半导体,AI研发类;软件研发类;人力资源;知识产权;技术文档,"上海, 北京, 成都, 无锡, 杭州, 深圳",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",摩尔线程,https://mp.weixin.qq.com/s/46TPXyXvNKBPVQ8wUchxJQ,https://mthreads.zhiye.com/intern/jobs,/,/,,,,
